commit_hash,package_name,pname,version,fetcher,nixpkgs_target_bump
e0fd0de587aa7a19d007694d0f2f753f05ac5c81,uvicorn-worker,uvicorn-worker,0.3.0,"fetchFromGitHub {
    owner = ""Kludex"";
    repo = ""uvicorn-worker"";
    tag = version;
    hash = ""sha256-a5L4H1Bym5Dx9/pGL/Vz6ZO699t/1Wmc1ExIb0t/ISc="";
  }",b069b7c1e2fe1a3a24221428558bf44128d3d5c8
3b24ca134a58aeb1d483b58d7adee7482bc77cfe,honeyfetch,honeyfetch,1.5.0,"fetchFromGitLab {
    owner = ""ahoneybun"";
    repo = ""honeyfetch"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-lFp7L3tcqZ1jAL7V7tfUJDPKO2WCvMekUx+p12fNlcM="";
  }",6a489c9482ca676ce23c0bcd7f2e1795383325fa
7db71df6a3531bc4f2f91b9cbb892166944f13b1,filius,filius,2.9.4,"fetchFromGitLab {
    owner = ""filius1"";
    repo = pname;
    # they seem to have stopped using the ""v"" prefix since 2.9.3
    tag = version;
    hash = ""sha256-nQyDPLDQe5kFH3PhCmLqAt8kVnitPwX5K3xLnyntF5k="";
  }",871381d997e4a063f25a3994ce8a9ac595246610
bb61e94d92597251b35fbebe1446f6d221a8e405,nexusrpc,nexus-rpc,1.1.0,"fetchFromGitHub {
    owner = ""nexus-rpc"";
    repo = ""sdk-python"";
    rev = ""refs/tags/${version}"";
    hash = ""sha256-CZOCNgYvlQCc/Ws2cEuryyVELS/FiNgLTYHwHp70yhM="";
    fetchSubmodules = true;
  }",b069b7c1e2fe1a3a24221428558bf44128d3d5c8
7cae352fd664a77e07aecf1cc69f0f88ff7c8074,netpeek,netpeek,0.2.3.1,"fetchFromGitHub {
    owner = ""ZingyTomato"";
    repo = ""NetPeek"";
    tag = ""v${version}"";
    hash = ""sha256-3PbGK8e/W4pHlXwIvW6kmyeBMvzBIS2DrV0pxafgJOY="";
  }",e7eabdc701d7dbb810fd91a97ec358caa4c1fc50
bf8fce02ae3b244a16781441855aa6c3351f2b7f,kaiterra-async-client,kaiterra-async-client,1.1.0,"fetchPypi {
    inherit pname version;
    hash = ""sha256-Wap+yJaIIwPfOUtbVijr85BU3F/JIN2p7nRWW3tsPP8="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
16ae57087a91a72b3312139667a8a601f1b7ec31,oathtool,oathtool,2.4.0,"fetchFromGitHub {
    owner = ""jaraco"";
    repo = ""oathtool"";
    tag = ""v${version}"";
    hash = ""sha256-Qa4/fVa7Ws8t42MxZpEVKI7Wyux/uN77VP0JBnrmgq0="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
5b51168e8242dcb2b9f4b257f25548ccef0732ec,speak2mary,speak2mary,1.5.0,"fetchPypi {
    inherit pname version;
    hash = ""sha256-5W2E/leT/IiXFVXD+LSPE99zGlz+yKm5XCv830rt8O0="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
9746a806156421be341fa02165cbd7d0784f1792,hko,hko,0.3.2,"fetchPypi {
    inherit pname version;
    hash = ""sha256-6FzdaSaw7sX52wM8HbHFGtKdR2JBg3B2cMZnP7RfQzs="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
3d0a214d1e9818a952f518154959aec772207000,tcping-rs,tcping-rs,1.2.18,"fetchFromGitHub {
    owner = ""lvillis"";
    repo = ""tcping-rs"";
    tag = version;
    hash = ""sha256-G9LZ9XlIl/JYji/GgznQnIbnV83qi9kZqCkaZJ0kENI="";
  }",fa64ec5c1ca6f17746f3defedb988b9248e97616
b053278a36133562363fa711e25e1417d11bcfd0,triggercmd,triggercmd,0.0.27,"fetchPypi {
    inherit pname version;
    hash = ""sha256-4MTRtDo4kD/1Bifw8wx++TZ3K2M4TMVRyvwqGL5cHC8="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
ddbe450f4017084e1eb367a62a2788cc8b6500e8,ld-audit-search-mod,ld-audit-search-mod,0-unstable-2025-06-19,"fetchFromGitHub {
    repo = ""ld-audit-search-mod"";
    owner = ""DDoSolitary"";
    rev = ""261f475f154d0f1f0766d6756af9c714eeeb14ea"";
    hash = ""sha256-c6ub+m4ihIE3gh6yHtLfJIVqm12C46wThrBCqp8SOLE="";
    sparseCheckout = [ ""src"" ];
  }",a683adc19ff5228af548c6539dbc3440509bfed3
c1513a4fd70640aea4ce53fe9b3c99b4bde19990,qdldl,qdldl,0.1.8,"fetchFromGitHub {
    owner = ""osqp"";
    repo = ""qdldl"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-qCeOs4UjZLuqlbiLgp6BMxvw4niduCPDOOqFt05zi2E="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
f9983116dd574bcae5a49727540aef36f402c944,gnubik,gnubik,2.4.3,"fetchurl {
    url = ""https://ftp.gnu.org/gnu/gnubik/gnubik-${finalAttrs.version}.tar.gz"";
    hash = ""sha256-Kz7Tb7W6nuyA/Yb5Tqu+hmUG9P4ZSKnXSA8iXIlIju4="";
  }",cab778239e705082fe97bb4990e0d24c50924c04
aee83dd489158ad8754b7509fd2eba0bb9be4df6,tuatara,tuatara,1631040452-unstable-2025-04-29,"fetchFromGitHub {
    owner = ""q60"";
    repo = ""tuatara"";
    rev = ""bc093e5fe1cb8dec667806f1b41c8e4e913368e8"";
    hash = ""sha256-GLOb2vqDlcCQ3bPXC50t1j+DJFhl8JK117t7uRLrBbk="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
84ceb1eb71bb70eca7822682c2305d1fa1912d80,london-tube-status,london-tube-status,0.6.1,"fetchFromGitHub {
    owner = ""robmarkcole"";
    repo = ""London-tube-status"";
    tag = version;
    hash = ""sha256-bdkGDVWcyJXH21qGrdJnSa4IW2kJskFTJ5ye6M6eOz4="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
40df29bdec83a4bd02e99f33b1a8b780ebfe5e7b,emmylua-check,emmylua_check,0.10.0,"fetchFromGitHub {
    owner = ""EmmyLuaLs"";
    repo = ""emmylua-analyzer-rust"";
    tag = finalAttrs.version;
    hash = ""sha256-Fvg3G0C/YECDEWZ4mDC5b8qocWvyDJ9KdLYNtwIu0+I="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
4161d8709a432b0c1a197974298470945e1daf7d,emmylua-ls,emmylua_ls,0.10.0,"fetchFromGitHub {
    owner = ""EmmyLuaLs"";
    repo = ""emmylua-analyzer-rust"";
    tag = finalAttrs.version;
    hash = ""sha256-Fvg3G0C/YECDEWZ4mDC5b8qocWvyDJ9KdLYNtwIu0+I="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
0707e2bc3f5ad7aa6d28607fa397042600beab8d,emmylua-doc-cli,emmylua_doc_cli,0.10.0,"fetchFromGitHub {
    owner = ""EmmyLuaLs"";
    repo = ""emmylua-analyzer-rust"";
    tag = finalAttrs.version;
    hash = ""sha256-Fvg3G0C/YECDEWZ4mDC5b8qocWvyDJ9KdLYNtwIu0+I="";
  }",a683adc19ff5228af548c6539dbc3440509bfed3
280275e010e40a7f3bb04503f4fb16d909a38574,xfce4-alsa-plugin,xfce4-alsa-plugin,0.4.0,"fetchFromGitHub {
    owner = ""equeim"";
    repo = ""xfce4-alsa-plugin"";
    tag = finalAttrs.version;
    hash = ""sha256-95uVHDyXji8dut7qfE5V/uBBt6DPYF/YfudHe7HJcE8="";
  }",cab778239e705082fe97bb4990e0d24c50924c04
a980ce7a44444fc018d82c13898df6b32b5f52ca,tinyio,tinyio,0.2.0,"fetchFromGitHub {
    owner = ""patrick-kidger"";
    repo = ""tinyio"";
    tag = ""v${version}"";
    hash = ""sha256-5Fk+/tT6mkyIosRKTFG5XuFtAM5wy3v0npiJjN47WV8="";
  }",cab778239e705082fe97bb4990e0d24c50924c04
29dcdca5c303748381f0c73297e59aaa5c37c77b,qtappinstancemanager,qtappinstancemanager,1.3.0,"fetchFromGitHub {
    owner = ""oclero"";
    repo = ""qtappinstancemanager"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-/zvNR/RHNV19ZI8d+58sotWxY16q2a7wWIBuKO52H5M="";
  }",6a489c9482ca676ce23c0bcd7f2e1795383325fa
7468c655858432ce08726b33808148403cd343ad,hail,hail,0.2.2,"fetchFromGitea {
    domain = ""codeberg.org"";
    owner = ""periwinkle"";
    repo = ""hail"";
    tag = finalAttrs.version;
    hash = ""sha256-LJodAS24x/dBNyrUxT9F0FHnu4s+Cb+CCtoe7nPM66w="";
  }",6a489c9482ca676ce23c0bcd7f2e1795383325fa
f3c54e43babe6577640873769acbc0b236581a0d,c99sh,c99sh,1.1.1,"fetchFromGitHub {
    owner = ""RhysU"";
    repo = ""c99sh"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-nLq6J1PRROTOSvScyyXUqwtj10MEfQCHC8YYNd+JxkA="";
  }",bf9fa86a9b1005d932f842edf2c38eeecc98eef3
eaa197d9eb71229287e4628f497fb9e0ee783bbc,nucleus,nucleus,1,"fetchFromGitea {
    domain = ""codeberg.org"";
    owner = ""lo-vely"";
    repo = ""nucleus"";
    tag = ""v${version}"";
    hash = ""sha256-8y3sbtfq4hZuEwReduIkud91SOj9XrURrZRUs2M74mQ="";
  }",7b6929d8b900de3142638310f8bc40cff4f2c507
9d094a5f85170524c98343841363f028d1e5171f,abseil-cpp_202505,abseil-cpp,20250512.1,"fetchFromGitHub {
    owner = ""abseil"";
    repo = ""abseil-cpp"";
    tag = finalAttrs.version;
    hash = ""sha256-eB7OqTO9Vwts9nYQ/Mdq0Ds4T1KgmmpYdzU09VPWOhk="";
  }",94bcd9f5bcc94c0a1451ea873e38dddea7360bdc
5b96e5ccd424e0b39f7c7079fd7fe5a09ccc3c31,rego-query,rego-query,0.0.14,"fetchFromSourcehut {
    owner = ""~charles"";
    repo = ""rq"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-SZnbjPiXW6mw3abyL2475sNq3s5Jw12D9ZqbLfvaHN8="";
  }",94bcd9f5bcc94c0a1451ea873e38dddea7360bdc
0162d1179e0205a17fd7bd70772c76500b537e7b,ip2asn,ip2asn,0.1.2,"fetchFromGitHub {
    owner = ""x123"";
    repo = ""ip2asn"";
    tag = finalAttrs.version;
    hash = ""sha256-2wuxBwllrkPdmmBCt7DPQ38E2k3igAjbICun51bhopY="";
  }",e960e6e1dc689e2b5fe9e3ee824fc12860d9f27c
e8f1900e2a62079abbb86145716a9828b9cdafed,otr,otr,2.1.0,"fetchFromGitHub {
    owner = ""AGProjects"";
    repo = ""python3-otr"";
    tag = version;
    hash = ""sha256-jCyPEdWDEW1x0Id//yM67SvKvYpdyIfPmcCWiRgwvb0="";
  }",6027c30c8e9810896b92429f0092f624f7b1aace
2d600db3aff6e40da585a14bdc7043ad2d73223e,fosrl-olm,olm,1.0.0,"fetchFromGitHub {
    owner = ""fosrl"";
    repo = ""olm"";
    tag = version;
    hash = ""sha256-a0gkEo5EuJpHpZ5fKAPBXSTRvZaQo6KOJu4Abi1EztU="";
  }",6027c30c8e9810896b92429f0092f624f7b1aace
f2af4a5483f3709956bd12909de86753b981469d,tattoy,tattoy,0.1.8,"fetchFromGitHub {
    owner = ""tattoy-org"";
    repo = ""tattoy"";
    tag = ""tattoy-v${attrs.version}"";
    hash = ""sha256-44rXygZVbwwC/jOB69iHydsjYr/WeVU4Eky3BPqJzyc="";
  }",94bcd9f5bcc94c0a1451ea873e38dddea7360bdc
f514ce3fb5e275d58613ee3c0af07866ef0311fa,wayvr-dashboard,wayvr-dashboard,0.3.5,"fetchFromGitHub {
    owner = ""olekolek1000"";
    repo = ""wayvr-dashboard"";
    tag = version;
    hash = ""sha256-C23O9EFOpGwamJuKjluBAMFF7YaNDqd61JVDkWyoy+E="";
  }",94bcd9f5bcc94c0a1451ea873e38dddea7360bdc
26bde9126b414cfc30db9fe666e6336d648f4b7e,mdwatch,mdwatch,0.1.11,"fetchFromGitHub {
    owner = ""santoshxshrestha"";
    repo = ""mdwatch"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-v+QsSPknUAFk+GC8D0wtA8VTcCWeb8DX6inL6WNl8gQ="";
  }",c02d05bcf73fb496c604798c2268ed424a09e73e
f3245b67d085b83a796c5c107dfa500b48906ac1,wahay,wahay,0.2,"fetchFromGitHub {
    owner = ""digitalautonomy"";
    repo = ""wahay"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-59gVGDElIs+OQ/ELwOFjz6YqG18iHqoa2yYF2Ddi0/o="";
  }",e44b8dc0882d66e2627a8ff252b04a22f4a629fd
b47ee350af73c7a1c6148eca78973446bdc3f9ec,rendercv-fonts,rendercv-fonts,0.4.0,"fetchFromGitHub {
    owner = ""rendercv"";
    repo = ""rendercv-fonts"";
    tag = ""v${version}"";
    hash = ""sha256-fQ9iNN3hRCrhut+1F6q3dJEWoKUQyPol0/SyTPUPK1c="";
  }",a7822a17050fedda63794775b9090880c8214290
a271356a4a7bcace91927e7e9744d3f24d5c2297,contact,contact,1.3.16,"fetchFromGitHub {
    owner = ""pdxlocations"";
    repo = ""contact"";
    tag = version;
    hash = ""sha256-buT3c8mcDgzUF9FP/nkvSijaqnyQgD87vQGU73qn3K4="";
  }",7c688a0875df5a8c28a53fb55ae45e94eae0dddb
2d696e88de69ae02638358bd0d16ec1fececb160,ds-analysis-lib,ds-analysis-lib,6.0.0b3,"fetchPypi {
    inherit version;
    pname = ""ds_analysis_lib"";
    hash = ""sha256-XZZzAxQJk65Xoq6z2OadlHUN0REYTjKmSvwz17tvVqc="";
  }",e7eabdc701d7dbb810fd91a97ec358caa4c1fc50
809f7dd59eec2454057c83e42a69fe754fb295dd,ds-reporting-lib,ds-reporting-lib,6.0.0b3,"fetchPypi {
    inherit version;
    pname = ""ds_reporting_lib"";
    hash = ""sha256-0C/UgAM7VIWEjuRq1ZCTL5CjJ6OK+0/Yw+AN4j7jj6E="";
  }",e7eabdc701d7dbb810fd91a97ec358caa4c1fc50
fbc0d2857bc44a00351bb22bea91efab99137b04,ds-xbom-lib,ds-xbom-lib,6.0.0b3,"fetchPypi {
    inherit version;
    pname = ""ds_xbom_lib"";
    hash = ""sha256-/L0AFAuIDzbyXwpg0bigy2AR4GT0RSdXrjPAEbEO7cI="";
  }",e7eabdc701d7dbb810fd91a97ec358caa4c1fc50
ce831d3f936811870e09bb0cc824fae31d31bdda,yourdfpy,yourdfpy,0.0.58,"fetchFromGitHub {
    owner = ""clemense"";
    repo = ""yourdfpy"";
    tag = ""v${version}"";
    hash = ""sha256-Wi4QcgTOf/1nXWssFtlyRxql8Jg1nNKjEGkWuP+w73g="";
  }",a7822a17050fedda63794775b9090880c8214290
9af1f69529dec2c6f9774f02a2f50662808591e3,ting,ting,0.1.0,"fetchFromGitHub {
    owner = ""dhth"";
    repo = ""ting"";
    tag = ""v${finalAttrs.version}"";
    hash = ""sha256-k6TJ9/YtsjNNYPj8YUGCfaQaVwXHoUQG4muOvrkN34A="";
  }",a7822a17050fedda63794775b9090880c8214290
